0.000000	0.993879
5.000000	0.996290
10.000000	0.994959
15.000000	0.995014
20.000000	0.995989
25.000000	0.994574
30.000000	0.993486
35.000000	0.993925
40.000000	0.992972
45.000000	0.992208
50.000000	0.992453
55.000000	0.992563
60.000000	0.993616
65.000000	0.993494
70.000000	0.992823
75.000000	0.994553
80.000000	0.996427
85.000000	0.996690
90.000000	0.995320
95.000000	0.995401
100.000000	0.994091
105.000000	0.994111
110.000000	0.995338
115.000000	0.993954
120.000000	0.994820
125.000000	0.995105
130.000000	0.994360
135.000000	0.996380
140.000000	0.994975
145.000000	0.995376
150.000000	0.995498
155.000000	0.993757
160.000000	0.996236
165.000000	0.996688
170.000000	0.996209
175.000000	0.995813
180.000000	0.993935
185.000000	0.991076
190.000000	0.991467
195.000000	0.991108
200.000000	0.993208
205.000000	0.992645
210.000000	0.991987
215.000000	0.993329
220.000000	0.992055
225.000000	0.992886
230.000000	0.993499
235.000000	0.995213
240.000000	0.995672
245.000000	0.995483
250.000000	0.997415
255.000000	1.000000
