0.000000	1.008256	0.000000
5.000000	1.008950	0.000000
10.000000	1.010948	0.000000
15.000000	1.010903	0.000000
20.000000	1.011360	0.000000
25.000000	1.006046	0.000000
30.000000	1.008083	0.000000
35.000000	1.008120	0.000000
40.000000	1.009801	0.000000
45.000000	1.010747	0.000000
50.000000	1.010868	0.000000
55.000000	1.012098	0.000000
60.000000	1.011936	0.000000
65.000000	1.012419	0.000000
70.000000	1.011673	0.000000
75.000000	1.010231	0.000000
80.000000	1.007698	0.000000
85.000000	1.004681	0.000000
90.000000	1.001838	0.000000
95.000000	1.000093	0.000000
100.000000	0.998333	0.000000
105.000000	0.993602	0.000000
110.000000	0.985528	0.000000
115.000000	0.979633	0.000000
120.000000	0.975289	0.000000
125.000000	0.968939	0.000000
130.000000	0.961445	0.000000
135.000000	0.954367	0.000000
140.000000	0.947144	0.000000
145.000000	0.941762	0.000000
150.000000	0.936237	0.000000
155.000000	0.924015	0.000000
160.000000	0.911394	0.000000
165.000000	0.897422	0.000000
170.000000	0.884918	0.000000
175.000000	0.867416	0.000000
180.000000	0.850613	0.000000
185.000000	0.830324	0.000000
190.000000	0.812731	0.000000
195.000000	0.785909	0.000000
200.000000	0.757817	0.000000
205.000000	0.723564	0.000000
210.000000	0.682577	0.000000
215.000000	0.638945	0.000000
220.000000	0.583196	0.000000
225.000000	0.519180	0.000000
230.000000	0.439444	0.000000
235.000000	0.361566	0.000000
240.000000	0.261983	0.000000
245.000000	0.177536	0.000000
250.000000	0.084974	0.000000
255.000000	0.000000	0.000000
